0.000000	-0.999797
0.050000	-0.980000
0.100000	-0.960000
0.150000	-0.940000
0.200000	-0.920000
0.250000	-0.900000
0.300000	-0.880000
0.350000	-0.860000
0.400000	-0.840000
0.450000	-0.820000
0.500000	-0.800000
0.550000	-0.780000
0.600000	-0.760000
0.650000	-0.740000
0.700000	-0.720000
0.750000	-0.700000
0.800000	-0.680000
0.850000	-0.660000
0.900000	-0.640000
0.950000	-0.620000
1.000000	-0.600000
1.050000	-0.580000
1.100000	-0.560000
1.150000	-0.540000
1.200000	-0.520000
1.250000	-0.500000
1.300000	-0.480000
1.350000	-0.460000
1.400000	-0.440000
1.450000	-0.420000
1.500000	-0.400000
1.550000	-0.380000
1.600000	-0.360000
1.650000	-0.340000
1.700000	-0.320000
1.750000	-0.300000
1.800000	-0.280000
1.850000	-0.260000
1.900000	-0.240000
1.950000	-0.220000
2.000000	-0.200000
2.050000	-0.180000
2.100000	-0.160000
2.150000	-0.140000
2.200000	-0.120000
2.250000	-0.100000
2.300000	-0.080000
2.350000	-0.060000
2.400000	-0.040000
2.450000	-0.020000
2.500000	-0.000203
2.550000	-0.020000
2.600000	-0.040000
2.650000	-0.060000
2.700000	-0.080000
2.750000	-0.100000
2.800000	-0.120000
2.850000	-0.140000
2.900000	-0.160000
2.950000	-0.180000
3.000000	-0.200000
3.050000	-0.220000
3.100000	-0.240000
3.150000	-0.260000
3.200000	-0.280000
3.250000	-0.300000
3.300000	-0.320000
3.350000	-0.340000
3.400000	-0.360000
3.450000	-0.380000
3.500000	-0.400000
3.550000	-0.420000
3.600000	-0.440000
3.650000	-0.460000
3.700000	-0.480000
3.750000	-0.500000
3.800000	-0.520000
3.850000	-0.540000
3.900000	-0.560000
3.950000	-0.580000
4.000000	-0.600000
4.050000	-0.620000
4.100000	-0.640000
4.150000	-0.660000
4.200000	-0.680000
4.250000	-0.700000
4.300000	-0.720000
4.350000	-0.740000
4.400000	-0.760000
4.450000	-0.780000
4.500000	-0.800000
4.550000	-0.820000
4.600000	-0.840000
4.650000	-0.860000
4.700000	-0.880000
4.750000	-0.900000
4.800000	-0.920000
4.850000	-0.940000
4.900000	-0.960000
4.950000	-0.980000
5.000000	-0.999797
5.050000	-0.980000
5.100000	-0.960000
5.150000	-0.940000
5.200000	-0.920000
5.250000	-0.900000
5.300000	-0.880000
5.350000	-0.860000
5.400000	-0.840000
5.450000	-0.820000
5.500000	-0.800000
5.550000	-0.780000
5.600000	-0.760000
5.650000	-0.740000
5.700000	-0.720000
5.750000	-0.700000
5.800000	-0.680000
5.850000	-0.660000
5.900000	-0.640000
5.950000	-0.620000
6.000000	-0.600000
6.050000	-0.580000
6.100000	-0.560000
6.150000	-0.540000
6.200000	-0.520000
6.250000	-0.500000
6.300000	-0.480000
6.350000	-0.460000
6.400000	-0.440000
6.450000	-0.420000
6.500000	-0.400000
6.550000	-0.380000
6.600000	-0.360000
6.650000	-0.340000
6.700000	-0.320000
6.750000	-0.300000
6.800000	-0.280000
6.850000	-0.260000
6.900000	-0.240000
6.950000	-0.220000
7.000000	-0.200000
7.050000	-0.180000
7.100000	-0.160000
7.150000	-0.140000
7.200000	-0.120000
7.250000	-0.100000
7.300000	-0.080000
7.350000	-0.060000
7.400000	-0.040000
7.450000	-0.020000
7.500000	-0.000203
7.550000	-0.020000
7.600000	-0.040000
7.650000	-0.060000
7.700000	-0.080000
7.750000	-0.100000
7.800000	-0.120000
7.850000	-0.140000
7.900000	-0.160000
7.950000	-0.180000
8.000000	-0.200000
8.050000	-0.220000
8.100000	-0.240000
8.150000	-0.260000
8.200000	-0.280000
8.250000	-0.300000
8.300000	-0.320000
8.350000	-0.340000
8.400000	-0.360000
8.450000	-0.380000
8.500000	-0.400000
8.550000	-0.420000
8.600000	-0.440000
8.650000	-0.460000
8.700000	-0.480000
8.750000	-0.500000
8.800000	-0.520000
8.850000	-0.540000
8.900000	-0.560000
8.950000	-0.580000
9.000000	-0.600000
9.050000	-0.620000
9.100000	-0.640000
9.150000	-0.660000
9.200000	-0.680000
9.250000	-0.700000
9.300000	-0.720000
9.350000	-0.740000
9.400000	-0.760000
9.450000	-0.780000
9.500000	-0.800000
9.550000	-0.820000
9.600000	-0.840000
9.650000	-0.860000
9.700000	-0.880000
9.750000	-0.900000
9.800000	-0.920000
9.850000	-0.940000
9.900000	-0.960000
9.950000	-0.980000
10.000000	-0.999797
10.050000	-0.980000
10.100000	-0.960000
10.150000	-0.940000
10.200000	-0.920000
10.250000	-0.900000
10.300000	-0.880000
10.350000	-0.860000
10.400000	-0.840000
10.450000	-0.820000
10.500000	-0.800000
10.550000	-0.780000
10.600000	-0.760000
10.650000	-0.740000
10.700000	-0.720000
10.750000	-0.700000
10.800000	-0.680000
10.850000	-0.660000
10.900000	-0.640000
10.950000	-0.620000
11.000000	-0.600000
11.050000	-0.580000
11.100000	-0.560000
11.150000	-0.540000
11.200000	-0.520000
11.250000	-0.500000
11.300000	-0.480000
11.350000	-0.460000
11.400000	-0.440000
11.450000	-0.420000
11.500000	-0.400000
11.550000	-0.380000
11.600000	-0.360000
11.650000	-0.340000
11.700000	-0.320000
11.750000	-0.300000
11.800000	-0.280000
11.850000	-0.260000
11.900000	-0.240000
11.950000	-0.220000
12.000000	-0.200000
12.050000	-0.180000
12.100000	-0.160000
12.150000	-0.140000
12.200000	-0.120000
12.250000	-0.100000
12.300000	-0.080000
12.350000	-0.060000
12.400000	-0.040000
12.450000	-0.020000
12.500000	-0.000203
12.550000	-0.020000
12.600000	-0.040000
12.650000	-0.060000
12.700000	-0.080000
12.750000	-0.100000
12.800000	-0.120000
12.850000	-0.140000
12.900000	-0.160000
12.950000	-0.180000
13.000000	-0.200000
13.050000	-0.220000
13.100000	-0.240000
13.150000	-0.260000
13.200000	-0.280000
13.250000	-0.300000
13.300000	-0.320000
13.350000	-0.340000
13.400000	-0.360000
13.450000	-0.380000
13.500000	-0.400000
13.550000	-0.420000
13.600000	-0.440000
13.650000	-0.460000
13.700000	-0.480000
13.750000	-0.500000
13.800000	-0.520000
13.850000	-0.540000
13.900000	-0.560000
13.950000	-0.580000
14.000000	-0.600000
14.050000	-0.620000
14.100000	-0.640000
14.150000	-0.660000
14.200000	-0.680000
14.250000	-0.700000
14.300000	-0.720000
14.350000	-0.740000
14.400000	-0.760000
14.450000	-0.780000
14.500000	-0.800000
14.550000	-0.820000
14.600000	-0.840000
14.650000	-0.860000
14.700000	-0.880000
14.750000	-0.900000
14.800000	-0.920000
14.850000	-0.940000
14.900000	-0.960000
14.950000	-0.980000
15.000000	-0.999797
15.050000	-0.980000
15.100000	-0.960000
15.150000	-0.940000
15.200000	-0.920000
15.250000	-0.900000
15.300000	-0.880000
15.350000	-0.860000
15.400000	-0.840000
15.450000	-0.820000
15.500000	-0.800000
15.550000	-0.780000
15.600000	-0.760000
15.650000	-0.740000
15.700000	-0.720000
15.750000	-0.700000
15.800000	-0.680000
15.850000	-0.660000
15.900000	-0.640000
15.950000	-0.620000
16.000000	-0.600000
16.050000	-0.580000
16.100000	-0.560000
16.150000	-0.540000
16.200000	-0.520000
16.250000	-0.500000
16.300000	-0.480000
16.350000	-0.460000
16.400000	-0.440000
16.450000	-0.420000
16.500000	-0.400000
16.550000	-0.380000
16.600000	-0.360000
16.650000	-0.340000
16.700000	-0.320000
16.750000	-0.300000
16.800000	-0.280000
16.850000	-0.260000
16.900000	-0.240000
16.950000	-0.220000
17.000000	-0.200000
17.050000	-0.180000
17.100000	-0.160000
17.150000	-0.140000
17.200000	-0.120000
17.250000	-0.100000
17.300000	-0.080000
17.350000	-0.060000
17.400000	-0.040000
17.450000	-0.020000
17.500000	-0.000203
17.550000	-0.020000
17.600000	-0.040000
17.650000	-0.060000
17.700000	-0.080000
17.750000	-0.100000
17.800000	-0.120000
17.850000	-0.140000
17.900000	-0.160000
17.950000	-0.180000
18.000000	-0.200000
18.050000	-0.220000
18.100000	-0.240000
18.150000	-0.260000
18.200000	-0.280000
18.250000	-0.300000
18.300000	-0.320000
18.350000	-0.340000
18.400000	-0.360000
18.450000	-0.380000
18.500000	-0.400000
18.550000	-0.420000
18.600000	-0.440000
18.650000	-0.460000
18.700000	-0.480000
18.750000	-0.500000
18.800000	-0.520000
18.850000	-0.540000
18.900000	-0.560000
18.950000	-0.580000
19.000000	-0.600000
19.050000	-0.620000
19.100000	-0.640000
19.150000	-0.660000
19.200000	-0.680000
19.250000	-0.700000
19.300000	-0.720000
19.350000	-0.740000
19.400000	-0.760000
19.450000	-0.780000
19.500000	-0.800000
19.550000	-0.820000
19.600000	-0.840000
19.650000	-0.860000
19.700000	-0.880000
19.750000	-0.900000
19.800000	-0.920000
19.850000	-0.940000
19.900000	-0.960000
